GPS,_GPS_latitude,_GPS_longitude,_GPS_altitude,_GPS_precision,_Town_VDC_Village,Please_take_a_photo_when_possi,Gender,Age,receive_relief,government,ngo,youth_groups,neighbours,relatives,others,1_day,2_4_days,5_7_days,8__days,food,formof_relief/sanitation,formof_relief/emergency_medi_1,formof_relief/cash,formof_relief/tents,formof_relief/building_mater,formof_relief/others,top_priority/employment,top_priority/foreign_employ,top_priority/education,top_priority/rebuilding,top_priority/farm_business,top_priority/not_sure,Any_comments,start,end,today,username,simserial,subscriberid,deviceid,phonenumber,meta/instanceID,_uuid,_submission_time,_tags,_notes
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,50,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Marmi VDC-Sindupalchowk. I dont know how would i go home with family. Even if we go there i doubt we can resettle there. There is threat of soil erosion. This camp has been our home. We have to leave this one day for sure. Where shalll we go then?,2015-09-07T11:01:11.000+06:45,2015-09-07T11:06:38.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:5d4656f3-a368-4403-bf07-a8ca6ff5e6d2,5d4656f3-a368-4403-bf07-a8ca6ff5e6d2,2015-09-07T05:21:40,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,male,40,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Marmi VDC- Sindupalchowk. We came here about a month after earthquake. Had not we come here i suppose we would die there. We are good here. The office provide us whatever they could. Despite we have to pay for expenses of vegetabes and school fees of children.We have no work to do. We have some money left. But as the days go by we will be short of money. And what will hapen next in future. I dont know. I hope some kind of help will come to us and at least we could a roof to hide our head.,2015-09-07T11:06:39.000+06:45,2015-09-07T11:19:21.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:b10b2e36-e8b6-4daf-9500-487daf1333f4,b10b2e36-e8b6-4daf-9500-487daf1333f4,2015-09-07T05:34:23,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,45,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Marmi VDC- Sindupalchowk. We live with 3 other families in this single tent. They say we have to leave this place after12/13 days. In such condition i dont expect good things will happen to us in future. I can just hope i could get a place to live in.,2015-09-07T11:19:21.000+06:45,2015-09-07T11:30:02.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:3417370a-2aac-48b9-9662-34198b3f0e18,3417370a-2aac-48b9-9662-34198b3f0e18,2015-09-07T05:45:03,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,42,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Marmi VDC, Sindupalchowk. I have no home no money and i have nothing left. All I have is family. Our top most priority is rebuilding. Government is doing nothing for us. We could not do anything for us because we dont have any employment. Then who will?",2015-09-07T11:30:02.000+06:45,2015-09-07T11:44:14.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:823238d7-ab60-4c62-873b-ddb1366ec153,823238d7-ab60-4c62-873b-ddb1366ec153,2015-09-07T05:59:15,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,62,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Marmi VDC- Sindupalchowk. I am old lady. I cant do work. I have sons. They are not getting any works . We are short of money. We cannot go home for months because of soil erosion and land condition. If my sons would get some work we could go somewhere and live by renting home.,2015-09-07T11:44:14.000+06:45,2015-09-07T11:51:12.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:7115709c-b17b-48e9-ab51-77d78ea9534f,7115709c-b17b-48e9-ab51-77d78ea9534f,2015-09-07T06:06:14,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,male,52,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Baramidhi VDC-Sindupalchowk. My family came here a month after earthquake. Here, Some local people support us , some dont. Government have not done a thing for us. All relief we get is given by INGOs. Now when i talk about my priority i dont know what to say. I want to say rebuilding. But where can i build my house. I have no land here and there in sindupalchowk there is great threat of soil erosion and land slides.",2015-09-07T11:51:13.000+06:45,2015-09-07T12:00:23.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:567704c7-bbfe-43fa-bed7-d1ca238d080a,567704c7-bbfe-43fa-bed7-d1ca238d080a,2015-09-07T06:17:40,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,44,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Baramidhi VDC-Sindupalchowk. We dont know exactly who has provided us reliefs. But it is certain that government has no hand in relief programmes. Its disturbing when government donot give any response to us. I want to rebuild my house and live there as soon as possible. We live 15/16 people in a single tent and it is difficult to adjust.,2015-09-07T12:00:23.000+06:45,2015-09-07T12:07:58.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:2defafcb-3ccd-4c3e-ab52-007f1c236622,2defafcb-3ccd-4c3e-ab52-007f1c236622,2015-09-07T06:22:59,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,65,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Baramidhi VDC- Sindupalchowk. An organisation have given us waving machine. When we finish a product the organisation take it from us and gives us money. It has helped us to bear expenses. I think we are poor and so we mean nothing to government. and so it is ignoring us. Who will help us after this camp is a question to us. If there is any one i want to rebuild my house and go to original home.,2015-09-07T12:07:58.000+06:45,2015-09-07T12:14:51.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:af9d107f-f4b5-4206-b75e-c408bed9ee0e,af9d107f-f4b5-4206-b75e-c408bed9ee0e,2015-09-07T06:29:53,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,male,50,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Baramidhi VDC,Sindupalchowk. I know noone here in kathmandu and i could not go anywhere. Its difficult to live with this great number of people. Govenment is doing nothing for us.We could not go home for months. Government should have started organised camps for victims like us. I dont know what to do where to go after this camp.",2015-09-07T12:14:51.000+06:45,2015-09-07T12:28:38.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:62916cad-84e8-44e6-8af9-cc385ca862fd,62916cad-84e8-44e6-8af9-cc385ca862fd,2015-09-07T06:43:39,,
n/a,n/a,n/a,n/a,n/a,BOde Camp,n/a,male,25,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Baramidhi VDC-SIndupalchowk. Government has not given attention to us. We came here a month after earthquake.Since then, INGOs and private has been providing us reliefs. The reliefs we were getting is decreasing gradually. and we have to leave this camp after two weeks. I dont know what to do where to go.",2015-09-07T12:28:38.000+06:45,2015-09-07T12:39:18.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:9b84bc76-a6e9-4e92-9da3-918bebf78644,9b84bc76-a6e9-4e92-9da3-918bebf78644,2015-09-07T06:57:41,,
n/a,n/a,n/a,n/a,n/a,Bode camp,n/a,female,46,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Tatopani VDC sindhupalchowk. I wish things to become how they used to be. But i know it will never be the same. We have to leave this camp after two weeks we have no where to go. so, it would be better to help us rebuild our house and resettle us there.",2015-09-07T12:39:18.000+06:45,2015-09-07T12:50:06.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:2a555956-0a8e-48fd-94c8-c612bd4bfa40,2a555956-0a8e-48fd-94c8-c612bd4bfa40,2015-09-07T07:05:07,,
n/a,n/a,n/a,n/a,n/a,Bode camp,n/a,female,40,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Tatopani VDC, sindhupalchowk. We came here in this camp as it was not possible to live in the villege. Here in this camp we are getting food, shelter and others. But we have to leave this place after two weeks and we have no where to go. Our future unpredictable.",2015-09-07T12:50:06.000+06:45,2015-09-07T12:56:50.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:431382d5-a606-4d17-b071-b2c934691428,431382d5-a606-4d17-b071-b2c934691428,2015-09-07T07:11:51,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,25,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Tatopani VDC- Sindupalchowk. We are grateful to this camp. This camp is the reason we are surving. But what after this camp? Government has closed eyes. We dont know what to do next..and also we donot have much money left,2015-09-07T13:05:09.000+06:45,2015-09-07T13:10:13.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:d1e015f2-0b4f-4d4b-84bd-bfc176de3f90,d1e015f2-0b4f-4d4b-84bd-bfc176de3f90,2015-09-07T07:25:15,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,39,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Tatopani VDC-Sindupalchowk. Government has not provided us even a cube of sugar. Here we are on our own. The camp provide us rice. We have to pay for vegetables and also some money to school for children. We donot have much money left. And we are hearing this camp will be over after 2 weeks and we are on our own then. I dont know if we should return home or not .Lets see what happens.,2015-09-07T13:10:13.000+06:45,2015-09-07T13:14:48.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:f6ac8423-2e0a-45e3-a52b-7223cd156196,f6ac8423-2e0a-45e3-a52b-7223cd156196,2015-09-07T07:29:50,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,61,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Tatopani VDC-Sindupalchowk. I m an old single woman.I lost everthing because of earthquake. If i hadnot come here i would have died of hunger for sure. I sleep on thin matress on the floor. My priority is a place for shelter. I a very upset with government for the way they are handling things. i would say for ignoring us.,2015-09-07T13:14:48.000+06:45,2015-09-07T13:22:44.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:62047dd9-6348-4fea-83e1-e42da4f2f95f,62047dd9-6348-4fea-83e1-e42da4f2f95f,2015-09-07T07:37:47,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,26,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Tatopani-VDC, Sindupalchowk. If u ask me about my future priority, I m sorry i couldnot say anything because i dont know what my priority should be. I dont have shelter, no employment. What we have is this camp. It is told to us this camp will last for 11/12 days. And after that we dont know what to do. And no one has come here to suggest what should we do.",2015-09-07T13:22:44.000+06:45,2015-09-07T13:29:59.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:f27eed3a-8ef0-435f-bf94-6c5d77cbe41e,f27eed3a-8ef0-435f-bf94-6c5d77cbe41e,2015-09-07T07:45:00,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,male,25,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tatopani-VDC,Sindupalchowk. We lost our houses and all due to earthquake. We cannot go to village beacuse of landslides and land conditions. All we have for now is this camp for shelter. Till this camp last we will have shelter and afterwards we are on our own. So i need a work to earn for livlihood. Government has not done anything for us till now. I hope they are plan for our resettlement.",2015-09-07T13:29:59.000+06:45,2015-09-07T13:38:07.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:2032377f-3374-4693-a60c-520edd36ef10,2032377f-3374-4693-a60c-520edd36ef10,2015-09-07T07:57:40,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,60,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Tatopani-Sindupalchowk. The responsible people are neglecting their responsibilities. The government has not give us anything. We are getting some stuffs from camp and there are some things we have to buy. We have no place to go after this camp. Lets see what happens next.,2015-09-07T13:38:07.000+06:45,2015-09-07T13:46:40.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:b738dcfc-d795-441b-9399-e84b9d4a9a68,b738dcfc-d795-441b-9399-e84b9d4a9a68,2015-09-07T08:01:41,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,40,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Tatopani VDC, Sindupalchowk. We have no options except this camp. We cannot go home for months because of landslides. So we will be on our won with no homes and no money after the camp is over. Shelter is my top priority. Government is not going to give us anything. if this organisation can then please help us",2015-09-07T13:46:40.000+06:45,2015-09-07T13:58:24.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:ad1d460b-fd6e-4326-b735-6e7495d1a2ac,ad1d460b-fd6e-4326-b735-6e7495d1a2ac,2015-09-07T08:13:24,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,44,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Tatopani VDC, Sindupalchowk. We came here because there is nothing left in the village. Here we get some thing from camp and we have to buy something . We dont have that much money. So i want to work so that i could bear expenses. but we found no work here. all we do is sit and wait for relief. This camp has been our home for months. After this camp we have nowhere to go. We cannot go to village . SO i will look for work here and hope to get it to ear for shelterk food and education of children. Problem is government is not helping us and question is who will.",2015-09-07T13:58:24.000+06:45,2015-09-07T14:06:07.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:0ccc1d4b-7dbf-4141-8fea-9b497f906ad2,0ccc1d4b-7dbf-4141-8fea-9b497f906ad2,2015-09-07T08:21:09,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,55,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Tatopani VDC, Sindupalchowk. We have shelter now in this camp. As soon as this camp will dissolve we need to find shelter and job too. Government has not done anything and i hope nothing from government.",2015-09-07T14:06:07.000+06:45,2015-09-07T14:10:22.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:dd0d7eac-3522-466a-8715-83d8e30487c7,dd0d7eac-3522-466a-8715-83d8e30487c7,2015-09-07T08:25:24,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,male,54,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tatopani-Sindupalchowk. IT is not possible that we go to village and rebuild our houses. First we donot have money and manpower there. Government has not shown any interest for our problems. So I think employment is a way we could make our life better.,2015-09-07T14:10:22.000+06:45,2015-09-07T14:13:59.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:c5ef46dc-daca-4efc-8ba0-b24acaeb4305,c5ef46dc-daca-4efc-8ba0-b24acaeb4305,2015-09-07T08:29:00,,
n/a,n/a,n/a,n/a,n/a,BOde Camp,n/a,male,54,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tatopani-Sindupalchowk. we are searching for works. We are not geting works. I am grateful to this camp for giving us shelter for months and providing us releifs. Government is doing nothing for us. So we have to do for ourselves. We are trying but we are not getting any sorts of work. Talking about future i have to say nothing because i cannot predit anything. this camp is going to dissolve within 12 days and we are on the road with no money.,2015-09-07T14:13:59.000+06:45,2015-09-07T14:29:59.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:f9ded0e3-ea41-4c32-a533-06332d52ff40,f9ded0e3-ea41-4c32-a533-06332d52ff40,2015-09-07T08:45:00,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,female,56,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Tatopani VDC, Sindupalchowk. We have to make many adjustments in this camp. It is normal it is not our home and lots of victims are here. Government has done nothing to compentiate our loss. This camp has somehow manage to provide us shelter and food. We have to expense for vegetables. We are just passing days here thinking about coming days. We are not sure about anything .",2015-09-07T14:29:59.000+06:45,2015-09-07T14:37:26.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:fd853e42-adb6-4273-9afc-431dffcb9974,fd853e42-adb6-4273-9afc-431dffcb9974,2015-09-07T08:52:27,,
n/a,n/a,n/a,n/a,n/a,BOde Camp,n/a,female,46,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Tatopani- Sindupalchowk. We need to get jobs soon. We have no money and we are hearing this camp is going to dissolve. OUr top priority is shelter. I have no faith on government. I hope the foreigners will help us get our house.,2015-09-07T14:37:26.000+06:45,2015-09-07T14:45:18.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:3b00a679-46b8-4058-8c82-e7fb39ad66be,3b00a679-46b8-4058-8c82-e7fb39ad66be,2015-09-07T09:00:18,,
n/a,n/a,n/a,n/a,n/a,BOde Camp,n/a,male,50,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Tatopani-Sindupalchowk. I dont know what to say. I lost everything in earthquake. Government didnot care a bit about us. We came here 45 day after earthquake. We are getting some stuffs as i mentioned above from this camp. After this camp I want to go home. But I need help to rebuild my house.,2015-09-07T14:45:18.000+06:45,2015-09-07T14:49:47.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:b5bf7a44-11aa-467d-ba90-cd1c8a320270,b5bf7a44-11aa-467d-ba90-cd1c8a320270,2015-09-07T09:04:47,,
n/a,n/a,n/a,n/a,n/a,Bode Camp,n/a,male,28,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Tatopani, Sindupalchowk. I came here after a month from earthquake. Talking about present context there is no way we can return to village. We are living depending upon the relief we get.Government has nothing to do with us. Its just watching not doing anything. Now its in the hand of god what happen to us.",2015-09-07T14:51:23.000+06:45,2015-09-07T15:01:35.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:c65eebe1-3a85-4513-8aef-54bbfc10226a,c65eebe1-3a85-4513-8aef-54bbfc10226a,2015-09-07T09:16:37,,
n/a,n/a,n/a,n/a,n/a,BOde Camp,n/a,male,48,Yes,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Tatopani-Sindupalchowk. I live in this tent with another family. I donot know anything about this place. we rely on releif we get from camp. we have to buy gas and vegetables ourselves. let me tell you the gas is going to finish but i donot have money to buy gas. No people from government has come to visit us. I can just wait and watch about what will happen to us.,2015-09-07T15:01:35.000+06:45,2015-09-07T15:06:31.000+06:45,09/07/2015,n/a,no simserial property in enketo,no subscriberid property in enketo,enketo.kobotoolbox.org:FBOdIume4rKqMS3B,no phonenumber property in enketo,uuid:d567cdc8-33f9-4f5d-8010-2fab93d857de,d567cdc8-33f9-4f5d-8010-2fab93d857de,2015-09-07T09:21:33,,
